focusing parameter	cooperativity
0.6714	21.9292086528503
0.672	21.8607071794331
0.6726	21.7924293929115
0.6732	21.7245489594601
0.6738	21.6572370246088
0.6744	21.5901419736603
0.675	21.5234356320316
0.6756	21.4569429831517
0.6762	21.3910061985932
0.6768	21.3254496900278
0.6774	21.2601003494761
0.678	21.1951269938507
0.6786	21.1305268963783
0.6792	21.0662973533038
0.6798	21.002435683679
0.6804	20.9389392291525
0.681	20.8756385891289
0.6816	20.8126990839961
0.6822	20.7502837095234
0.6828	20.6880581114798
0.6834	20.626185910827
0.684	20.5646645704708
0.6846	20.5033282694566
0.6852	20.4425016881859
0.6858	20.3818563014448
0.6864	20.3217145706415
0.687	20.2617502593924
0.6876	20.2021231238881
0.6882	20.1428307624357
0.6888	20.0837113776619
0.6894	20.0250819821664
0.69	19.9666219396924
0.6906	19.9086461290871
0.6912	19.8508361135066
0.6918	19.7933479320133
0.6924	19.7361793103589
0.693	19.6793279931778
0.6936	19.622636589507
0.6942	19.5664137089722
0.6948	19.5103473570427
0.6954	19.4545904976671
0.696	19.3992940522079
0.6966	19.3441491711343
0.6972	19.2891552420639
0.6978	19.2346148092075
0.6984	19.1803731855903
0.699	19.1262777057591
0.6996	19.0724778724339
0.7002	19.0189716273187
0.7008	18.9659060352893
0.7014	18.912831752946
0.702	18.8601940910456
0.7026	18.8078419517649
0.7032	18.7556261827265
0.7038	18.7038396545011
0.7044	18.6521865404964
0.705	18.6008120827229
0.7056	18.5497143618674
0.7062	18.4988914742643
0.7068	18.4481971714739
0.7074	18.3979187616973
0.708	18.3477661227351
0.7086	18.2980247502657
0.7092	18.2484063849614
0.7098	18.1990526480522
0.7104	18.1499617341376
0.711	18.1009906659401
0.7116	18.0524204837533
0.7122	18.0041077931052
0.7128	17.9559109839476
0.7134	17.9079690583714
0.714	17.8602802896203
0.7146	17.8128429648421
0.7152	17.7656553849632
0.7158	17.7187158645635
0.7164	17.6718854565319
0.717	17.6254374758284
0.7176	17.5790961458009
0.7182	17.5329971028746
0.7188	17.4871387213641
0.7194	17.4415193885773
0.72	17.3961375046978
0.7206	17.3509914826699
0.7212	17.3059457982829
0.7218	17.2612671950266
0.7224	17.216686625821
0.723	17.1723364968981
0.7236	17.1282152769461
0.7242	17.0843214467988
0.7248	17.0406534993275
0.7254	16.9970787887803
0.726	16.9538585243896
0.7266	16.9107293212896
0.7272	16.8679508450439
0.7278	16.8252612927928
0.7284	16.7827895904677
0.729	16.7405343062642
0.7296	16.6983655699278
0.7302	16.6565392493795
0.7308	16.6147974213368
0.7314	16.57339446319
0.732	16.532073978276
0.7326	16.4909622904711
0.7332	16.4500580389899
0.7338	16.4093598736729
0.7344	16.3688664548927
0.735	16.328451339137
0.7356	16.288363797382
0.7362	16.2483526503433
0.7368	16.2085417084024
0.7374	16.1689296777407
0.738	16.1295152745734
0.7386	16.0902972250606
0.7392	16.0512742652195
0.7398	16.0123228685307
0.7404	15.9736866822506
0.741	15.9351202709557
0.7416	15.8967446763
0.7422	15.8585586771076
0.7428	15.8205610615967
0.7434	15.7827506272969
0.744	15.7451261809682
0.7446	15.7075669986631
0.7452	15.6703113189501
0.7458	15.6331192270758
0.7464	15.5961091007961
0.747	15.5592797868877
0.7476	15.5226301409267
0.7482	15.4861590272114
0.7488	15.4498653186869
0.7494	15.4136309854485
0.75	15.3776890616067
0.7506	15.3418049412773
0.7512	15.3060944379324
0.7518	15.2705564619413
0.7524	15.2351899319192
0.753	15.199993774656
0.7536	15.164966925045
0.7542	15.1301083260133
0.7548	15.0953028559265
0.7554	15.0606641620313
0.756	15.0263046641015
0.7566	14.9919961115305
0.7572	14.9578512462912
0.7578	14.9238690536773
0.7584	14.8899362807984
0.759	14.8562767189544
0.7596	14.8226651813103
0.7602	14.789324275982
0.7608	14.7560300232205
0.7614	14.7228930968847
0.762	14.6899125298931
0.7626	14.6570873623541
0.7632	14.6244166415044
0.7638	14.5917898216328
0.7644	14.5594254510988
0.765	14.5271036828208
0.7656	14.4950419301204
0.7662	14.4630215030971
0.7668	14.4311505134145
0.7674	14.3994280525447
0.768	14.3678532186506
0.7686	14.3363177776276
0.7692	14.3050357953504
0.7698	14.273791986404
0.7704	14.2426928101607
0.771	14.2118436322405
0.7716	14.1810308366162
0.7722	14.1503600748321
0.7728	14.1198304928044
0.7734	14.0893360840579
0.774	14.0590865910323
0.7746	14.0288711257124
0.7752	13.9988983744734
0.7758	13.9689585247451
0.7764	13.9391553811138
0.777	13.9094881283929
0.7776	13.8799559572984
0.7782	13.8505580643995
0.7788	13.8211908542625
0.7794	13.7920593869606
0.78	13.76295753507
0.7806	13.7340893439654
0.7812	13.7052497189021
0.7818	13.6765401730354
0.7824	13.647959939123
0.783	13.619508255425
0.7836	13.591083588508
0.7842	13.5628869892654
0.7848	13.5348166864518
0.7854	13.5067719021403
0.786	13.4788524277738
0.7866	13.4510575303719
0.7872	13.4233864821722
0.7878	13.395838560587
0.7884	13.3684130481612
0.789	13.3411092325295
0.7896	13.3138280573432
0.7902	13.2867657552266
0.7908	13.259725165882
0.7914	13.2328039427543
0.792	13.2060013951664
0.7926	13.1793168373107
0.7932	13.1527495882094
0.7938	13.1262989716751
0.7944	13.0999643162714
0.795	13.0736487035978
0.7956	13.0474481794136
0.7962	13.02145787948
0.7968	12.9954853293478
0.7974	12.969625901212
0.798	12.943878948381
0.7986	12.9182438286736
0.7992	12.8927199043827
0.7998	12.8672120885606
0.8004	12.8419088800254
0.801	12.8166209656658
0.8016	12.7914421761143
0.8022	12.7663718926432
0.8028	12.7414095008088
0.8034	12.7165543904166
0.804	12.6918059554872
0.8046	12.6671635942224
0.8052	12.6425342070799
0.8058	12.6181024164933
0.8064	12.5936828399145
0.807	12.5694592585007
0.8076	12.54524714355
0.8082	12.5211379930587
0.8088	12.4971312308968
0.8094	12.473135251223
0.81	12.449331759273
0.8106	12.4256289499046
0.8112	12.4019358452344
0.8118	12.3784329267866
0.8124	12.354939009118
0.813	12.3315439577944
0.8136	12.3082472247916
0.8142	12.2850482658031
0.8148	12.2619465402104
0.8154	12.2388525029977
0.816	12.2159438348787
0.8166	12.1930421865964
0.8172	12.1703244536824
0.8178	12.1476130830508
0.8184	12.1249961658583
0.819	12.1024731840613
0.8196	12.0800436230971
0.8202	12.0577069718558
0.8208	12.0354627226541
0.8214	12.0132233082975
0.822	11.9911625437956
0.8226	11.9691059945965
0.8232	11.9471402270055
0.8238	11.9252647477298
0.8244	11.903565185786
0.825	11.8817826973581
0.8256	11.8601751560058
0.8262	11.8386559624052
0.8268	11.8172246394414
0.8274	11.7957955192802
0.828	11.7745387015526
0.8286	11.7532835122894
0.8292	11.7321146785147
0.8298	11.7110317364528
0.8304	11.6900342253849
0.831	11.6691216876254
0.8316	11.6482936684984
0.8322	11.6274659656122
0.8328	11.6068058087504
0.8334	11.5861454266909
0.834	11.565651346067
0.8346	11.5451565076349
0.8352	11.5247438690926
0.8358	11.5044129940923
0.8364	11.4841634491321
0.837	11.4639948035333
0.8376	11.4438244494746
0.8382	11.4238164928158
0.8388	11.4038063213183
0.8394	11.3839573614995
0.84	11.3641056887027
0.8406	11.3443327249305
0.8412	11.3246380566703
0.8418	11.30502127308
0.8424	11.2854819659685
0.843	11.2660197297753
0.8436	11.2465536644368
0.8442	11.2272445284764
0.8448	11.2079310935177
0.8454	11.1886934594955
0.846	11.1696110733114
0.8466	11.1505236974388
0.8472	11.1315109468076
0.8478	11.1125724343083
0.8484	11.0936285793633
0.849	11.0748375514844
0.8496	11.0561196145371
0.8502	11.037395673116
0.8508	11.0187443865467
0.8514	11.000243782653
0.852	10.9817365279566
0.8526	10.9633008126276
0.8532	10.9449362693351
0.8538	10.9266425330713
0.8544	10.9083416178522
0.855	10.8901885638118
0.8556	10.8721052349483
0.8562	10.8540141125402
0.8568	10.8359923104708
0.8574	10.8181163340178
0.858	10.8002319639861
0.8586	10.782415861965
0.8592	10.7646676813733
0.8598	10.7469108211206
0.8604	10.729297601313
0.861	10.7117512755721
0.8616	10.6941956948165
0.8622	10.6767822926327
0.8628	10.6593592595129
0.8634	10.6420020731412
0.864	10.62471040219
0.8646	10.6074839173879
0.8652	10.5903222915047
0.8658	10.5732251993366
0.8664	10.5561923176915
0.867	10.5391488225646
0.8676	10.5222435429974
0.8682	10.5053272979524
0.8688	10.4884742733481
0.8694	10.4717580889326
0.87	10.4550304215569
0.8706	10.4383650361214
0.8712	10.4217616234503
0.8718	10.4051465015011
0.8724	10.3886662530767
0.873	10.3722470606874
0.8736	10.3558156626507
0.8742	10.3394449936775
0.8748	10.3232074399551
0.8754	10.3069571959543
0.876	10.290766788385
0.8766	10.2746359231473
0.8772	10.258564307927
0.8778	10.2425516521825
0.8784	10.2265257922095
0.879	10.2106303242204
0.8796	10.1947929541056
0.8802	10.1789419223544
0.8808	10.1631486871728
0.8814	10.1474129669512
0.882	10.1317344817757
0.8826	10.1161129534165
0.8832	10.1005481053157
0.8838	10.0850396625756
0.8844	10.0695873519468
0.885	10.0541909018166
0.8856	10.0387797390503
0.8862	10.0234241545325
0.8868	10.008193927359
0.8874	9.99294856921079
0.888	9.97775799008632
0.8886	9.96262192659285
0.8892	9.9475401169042
0.8898	9.93251230074993
0.8904	9.91753821940432
0.891	9.9025484496731
0.8916	9.88768119198935
0.8922	9.87279798364436
0.8928	9.85803653122165
0.8934	9.84325887011529
0.894	9.82853366734733
0.8946	9.81386067340812
0.8952	9.79923964025696
0.8958	9.78467032131195
0.8964	9.77015247143986
0.897	9.75561790438258
0.8976	9.74120238299973
0.8982	9.7267699007064
0.8988	9.7124557427276
0.8994	9.69812438407312
0.9	9.68384328959771
0.9006	9.66961222279102
0.9012	9.65543094852112
0.9018	9.64129923302494
0.9024	9.62721684389896
0.903	9.61318355008973
0.9036	9.59913247871324
0.9042	9.58519680341871
0.9048	9.57124312591887
0.9054	9.5574041592934
0.906	9.54354696948518
0.9066	9.52973774413079
0.9072	9.51597626019233
0.9078	9.50226229591738
0.9084	9.48859563083018
0.909	9.47497604572303
0.9096	9.46133782053641
0.9102	9.44781185477179
0.9108	9.43426704018611
0.9114	9.4208338304021
0.912	9.40738156646773
0.9126	9.39397531378525
0.9132	9.38067969573655
0.9138	9.3673647217515
0.9144	9.35403051230378
0.915	9.34080619969048
0.9156	9.32762685183861
0.9162	9.31449226300918
0.9168	9.30133804772175
0.9174	9.288292472085
0.918	9.27522707921563
0.9186	9.26220584782034
0.9192	9.24929232846078
0.9198	9.23635871149823
0.9204	9.22346865659049
0.921	9.21062196606162
0.9216	9.19775511548276
0.9222	9.18499467018114
0.9228	9.17227700252886
0.9234	9.15953890571331
0.924	9.14690631864828
0.9246	9.13425312665915
0.9252	9.12164215222079
0.9258	9.10913580429809
0.9264	9.09660859317499
0.927	9.084123033112
0.9276	9.07167893726832
0.9282	9.05921393018724
0.9288	9.0468523078987
0.9294	9.0345315951893
0.93	9.02218972334208
0.9306	9.00995038313492
0.9312	8.99768972190402
0.9318	8.98553103008674
0.9324	8.97335085804972
0.933	8.96121071225506
0.9336	8.94911041499648
0.9342	8.93704978954791
0.9348	8.92502866015709
0.9354	8.91298586027405
0.936	8.90104329737159
0.9366	8.88907891238847
0.9372	8.87721422322312
0.9378	8.86532756292099
0.9384	8.85354006232313
0.939	8.84173044402668
0.9396	8.82995914110237
0.9402	8.81822598535579
0.9408	8.80653080951031
0.9414	8.79487344720114
0.942	8.7832537329695
0.9426	8.77161166504489
0.9432	8.76006684842837
0.9438	8.74849953976153
0.9444	8.73702896844444
0.945	8.72553576905143
0.9456	8.71407942937029
0.9462	8.70265978923335
0.9468	8.69127668933851
0.9474	8.67992997124368
0.948	8.66861947736121
0.9486	8.65734505095254
0.9492	8.6461065361227
0.9498	8.63484505405068
0.9504	8.62367798893893
0.951	8.61248783038501
0.9516	8.6013916002535
0.9522	8.59027215262837
0.9528	8.5791878777705
0.9534	8.5681386246958
0.954	8.55712424322667
0.9546	8.54614458398688
0.9552	8.53519949839643
0.9558	8.52428883866661
0.9564	8.51335472027017
0.957	8.50251256003303
0.9576	8.49170438671335
0.9582	8.48087258147948
0.9588	8.47007464913409
0.9594	8.4593104457192
0.96	8.44863704089644
0.9606	8.43793977995013
0.9612	8.42727582087922
0.9618	8.41664502274251
0.9624	8.40599037711996
0.963	8.39542556648849
0.9636	8.38489349814149
0.9642	8.37433742174531
0.9648	8.36387050940683
0.9654	8.35337948427677
0.966	8.34292082207545
0.9666	8.33255066139864
0.9672	8.32215623420161
0.9678	8.31179376461481
0.9684	8.30146311885531
0.969	8.29116416383778
0.9696	8.28084090942494
0.9702	8.27060502199376
0.9708	8.26040042994008
0.9714	8.25017139238569
0.972	8.24002908259219
0.9726	8.22986223201835
0.9732	8.21972632214366
0.9738	8.20967650868416
0.9744	8.19960201465132
0.975	8.18955807836785
0.9756	8.17954457341826
0.9762	8.16956137403878
0.9768	8.15955347376234
0.9774	8.14963059064559
0.978	8.13973763943901
0.9786	8.1298198545428
0.9792	8.1199864773135
0.9798	8.11012817982894
0.9804	8.10029948247544
0.981	8.09050026385946
0.9816	8.08078465168058
0.9822	8.07104395071777
0.9828	8.06133236825269
0.9834	8.05159577054316
0.984	8.04194214630242
0.9846	8.03231728534008
0.9852	8.0227210705287
0.9858	8.01309967904304
0.9864	8.00356048404172
0.987	7.99399603382938
0.9876	7.98445991925407
0.9882	7.97495202545554
0.9888	7.96552556340214
0.9894	7.95607369332151
0.99	7.94664970312849
0.9906	7.93725348026376
0.9912	7.92783188845848
0.9918	7.91849093953014
0.9924	7.90917742342175
0.993	7.89983842915069
0.9936	7.89057952234404
0.9942	7.88129506623943
0.9948	7.87203775220311
0.9954	7.86285997673974
0.996	7.85365654774855
0.9966	7.8444799363919
0.9972	7.83533003553246
0.9978	7.82620673856695
0.9984	7.81710993942303
0.999	7.80803953255612
0.9996	7.79894341678371
1.0002	7.78992555182549
1.0008	7.78088191302946
1.0014	7.77191617323277
1.002	7.76292459590746
1.0026	7.75395893040888
1.0032	7.74507064138855
1.0038	7.73615642157709
1.0044	7.72726780767561
1.005	7.71840469864889
1.0056	7.70956699395937
1.0062	7.70070337854313
1.0068	7.69191625272695
1.0074	7.68315423239413
1.008	7.67436621303133
1.0086	7.66565417766667
1.0092	7.65691608583353
1.0098	7.64825364420687
1.0104	7.63956508980621
1.011	7.63090119334209
1.0116	7.6222618585198
1.0122	7.61364698951422
1.0128	7.60505649096708
1.0134	7.59649026798429
1.014	7.58794822613318
1.0146	7.57943027143989
1.0152	7.57088612445777
1.0158	7.56241613108974
1.0164	7.55391989376569
1.017	7.54549749051935
1.0176	7.53704879269922
1.0182	7.52862376020529
1.0188	7.52022230164971
1.0194	7.51189404532897
1.02	7.50353939626942
1.0206	7.49515846233242
1.0212	7.48685039443106
1.0218	7.47856545009116
1.0224	7.47030354053227
1.023	7.46201525146387
1.0236	7.45379921171978
1.0242	7.44560594278241
1.0248	7.43738622593252
1.0254	7.42918923500583
1.026	7.421063885973
1.0266	7.41291202276652
1.0272	7.40478262652765
1.0278	7.3966756117008
1.0284	7.38859089313753
1.029	7.38052838609426
1.0296	7.37243938586665
1.0302	7.3644211123673
1.0308	7.35642479839185
1.0314	7.34840192945735
1.032	7.34044934809826
1.0326	7.33247017171459
1.0332	7.32456099284613
1.0338	7.31662517977026
1.0344	7.30871095690114
1.035	7.30081824292012
1.0356	7.29294695689139
1.0362	7.28509701825989
1.0368	7.27726834684912
1.0374	7.26946086285907
1.038	7.26167448686403
1.0386	7.25386145053018
1.0392	7.24611711451227
1.0398	7.23834608254325
1.0404	7.23064347259127
1.041	7.22291413189466
1.0416	7.21525293702476
1.0422	7.20756497742401
1.0428	7.19989762294077
1.0434	7.19225079695057
1.044	7.18462442318529
1.0446	7.17701842573112
1.0452	7.16943272902666
1.0458	7.16186725786089
1.0464	7.15427502739916
1.047	7.14674984193483
1.0476	7.13924465830423
1.0482	7.13171266899127
1.0488	7.12420065115277
1.0494	7.11675514791251
1.05	7.10928279428796
1.0506	7.10183019247989
1.0512	7.09439726989128
1.0518	7.08698395425882
1.0524	7.07959017365117
1.053	7.07221585646706
1.0536	7.06486093143352
1.0542	7.05752532760406
1.0548	7.05020897435689
1.0554	7.04286576033743
1.056	7.03558775442624
1.0566	7.02828286145642
1.0572	7.02104292365881
1.0578	7.01377607320213
1.0584	7.00652816849832
1.059	6.99929914071502
1.0596	6.99208892133275
1.0602	6.98489744214324
1.0608	6.97772463524768
1.0614	6.97057043305512
1.062	6.96343476828073
1.0626	6.95631757394417
1.0632	6.94921878336794
1.0638	6.94209307230761
1.0644	6.93503094530386
1.065	6.92794187558981
1.0656	6.92091614848212
1.0662	6.9138634570661
1.0668	6.90682888412995
1.0674	6.89981236465681
1.068	6.89285870981527
1.0686	6.88587804932788
1.0692	6.87891524913552
1.0698	6.87192553124336
1.0704	6.86499831399691
1.071	6.85808876618935
1.0716	6.85119682481508
1.0722	6.84427792693317
1.0728	6.83742106363909
1.0734	6.83053722531755
1.074	6.82371519090254
1.0746	6.81686616351583
1.0752	6.81003447541155
1.0758	6.80326424812034
1.0764	6.79646700200882
1.077	6.7896869117381
1.0776	6.78292391665838
1.0782	6.7761779563883
1.0788	6.76944897081349
1.0794	6.7626930298657
1.08	6.75599786607468
1.0806	6.74931949809522
1.0812	6.74261415143163
1.0818	6.73596924944681
1.0824	6.72929735390702
1.083	6.72268568324247
1.0836	6.71604700467601
1.0842	6.70942487289484
1.0848	6.70281923000312
1.0854	6.69623001835868
1.086	6.68965718057165
1.0866	6.68310065950313
1.0872	6.67656039826392
1.0878	6.67003634021314
1.0884	6.663528428957
1.089	6.65703660834746
1.0896	6.65051781554174
1.0902	6.64405805844832
1.0908	6.63757131735695
1.0914	6.63114340162035
1.092	6.62468849056439
1.0926	6.61824943666976
1.0932	6.61182618511481
1.0938	6.60546134226411
1.0944	6.59906948288458
1.095	6.59269326291769
1.0956	6.58633262848343
1.0962	6.57994506022381
1.0968	6.57361548465847
1.0974	6.56730133425875
1.098	6.56100255606774
1.0986	6.55467682514117
1.0992	6.54840868145546
1.0998	6.54211357625728
1.1004	6.53587585750521
1.101	6.52961116890122
1.1016	6.52336163459071
1.1022	6.51716918794842
1.1028	6.51094975976292
1.1034	6.50474533146032
1.104	6.49855585197154
1.1046	6.49238127044531
1.1052	6.48622153624702
1.1058	6.48003489714076
1.1064	6.47390475337766
1.107	6.46778930621653
1.1076	6.46164694432862
1.1082	6.45556078773655
1.1088	6.44944771038562
1.1094	6.44339064649312
1.11	6.43730665620822
1.1106	6.43123715901856
1.1112	6.42522338979567
1.1118	6.4191826864775
1.1124	6.41315633042237
1.113	6.40714427339292
1.1136	6.40114646735502
1.1142	6.39516286447664
1.1148	6.3891934171269
1.1154	6.38319711366311
1.116	6.37725588049542
1.1166	6.3713286610547
1.1172	6.36537457976166
1.1178	6.35947529236476
1.1184	6.35354913975659
1.119	6.34767759820521
1.1196	6.34177918844424
1.1202	6.33589460321023
1.1208	6.33002379651975
1.1214	6.32416672258102
1.122	6.31832333579292
1.1226	6.31249359074407
1.1232	6.30667744221183
1.1238	6.30087484516142
1.1244	6.29508575474492
1.125	6.28931012630037
1.1256	6.28350770752778
1.1262	6.27775891337741
1.1268	6.27202344821957
1.1274	6.26626119092336
1.128	6.26051226167029
1.1286	6.25481660704945
1.1292	6.24909415924781
1.1298	6.24338490854129
1.1304	6.2376888116067
1.131	6.23204564356019
1.1316	6.22637568207732
1.1322	6.22071874555993
1.1328	6.21503510134245
1.1334	6.20940412962606
1.134	6.20378605545407
1.1346	6.1981808367324
1.1352	6.19254891121086
1.1358	6.18696931995432
1.1364	6.18140245880002
1.137	6.17580889232708
1.1376	6.17022805717856
1.1382	6.1646992221033
1.1388	6.15914368389052
1.1394	6.15360075352978
1.14	6.14807039016652
1.1406	6.14259169666139
1.1412	6.13708630395508
1.1418	6.13159335676738
1.1424	6.12607379538595
1.143	6.12060565996939
1.1436	6.11514984987839
1.1442	6.10970632540273
1.1448	6.10423619168895
1.1454	6.09881716074781
1.146	6.09341029715952
1.1466	6.08797682878051
1.1472	6.08259422335783
1.1478	6.07718501645739
1.1484	6.07178790227652
1.149	6.06640284209841
1.1496	6.06106832822347
1.1502	6.05570722032272
1.1508	6.05035805129201
1.1514	6.04502078303112
1.152	6.03969537759219
1.1526	6.03434346642537
1.1532	6.02904171315056
1.1538	6.02375170967377
1.1544	6.01847341864956
1.155	6.01316863075835
1.1556	6.00791369260777
1.1562	6.00263226240985
1.1568	5.99740052918257
1.1574	5.9921423089711
1.158	5.98693363389005
1.1586	5.98169847712806
1.1592	5.97647481701073
1.1598	5.97126261725272
1.1604	5.96606184171217
1.161	5.96087245439008
1.1616	5.95569441942956
1.1622	5.95052770111522
1.1628	5.94537226387246
1.1634	5.9402280722668
1.164	5.93505750266594
1.1646	5.92993573485225
1.1652	5.92482510712396
1.1658	5.91968811092714
1.1664	5.91459969688291
1.167	5.90948492100932
1.1676	5.90441858189314
1.1682	5.89932588780391
1.1688	5.89424420189826
1.1694	5.88917348986549
1.17	5.8841137175289
1.1706	5.87906485084514
1.1712	5.87402685590366
1.1718	5.86899969892598
1.1724	5.86398334626516
1.173	5.85897776440513
1.1736	5.85398291996007
1.1742	5.84899877967385
1.1748	5.84398840018361
1.1754	5.83902560589623
1.176	5.83403658036339
1.1766	5.82909500027875
1.1772	5.82412719710496
1.1778	5.81920670044545
1.1784	5.81425998904805
1.179	5.8093237931771
1.1796	5.80439808048658
1.1802	5.79951939868589
1.1808	5.79461451946253
1.1814	5.78972002720349
1.182	5.78483589005772
1.1826	5.77996207629654
1.1832	5.7750621553905
1.1838	5.7702089296738
1.1844	5.76536593280907
1.185	5.7605331335517
1.1856	5.75567424541731
1.1862	5.75086178379396
1.1868	5.74602324271652
1.1874	5.74123099487977
1.188	5.73641267718802
1.1886	5.73160444285358
1.1892	5.72684230319817
1.1898	5.72205410843133
1.1904	5.71727590552717
1.191	5.71250766419477
1.1916	5.70774935425824
1.1922	5.70300094565618
1.1928	5.69826240844123
1.1934	5.69353371277943
1.194	5.6888148289498
1.1946	5.68410572734381
1.1952	5.67937068670678
1.1958	5.67468109579501
1.1964	5.67000119887974
1.197	5.66529537881496
1.1976	5.6606348169246
1.1982	5.65594834268397
1.1988	5.65127151502916
1.1994	5.64663975543931
1.2	5.6419821000099
1.2006	5.63733400475098
1.2012	5.63269544105016
1.2018	5.62806638040231
1.2024	5.62344679440907
1.203	5.61883665477839
1.2036	5.61423593332402
1.2042	5.60964460196503
1.2048	5.60506263272538
1.2054	5.60048999773336
1.206	5.59592666922122
1.2066	5.59133757548671
1.2072	5.58679281046609
1.2078	5.5822222920216
1.2084	5.57769598038806
1.209	5.57314392726961
1.2096	5.56863595973567
1.2102	5.56410226279416
1.2108	5.55957771982788
1.2114	5.55506230378558
1.212	5.55059073270866
1.2126	5.54609345682873
1.2132	5.54160522738361
1.2138	5.53712601771963
1.2144	5.53265580128145
1.215	5.52815997062359
1.2156	5.52370769396752
1.2162	5.5192643313921
1.2168	5.51482985673115
1.2174	5.51036979306837
1.218	5.5059530484695
1.2186	5.50154511379778
1.2192	5.49711160938134
1.2198	5.49272124946264
1.2204	5.48830533280687
1.221	5.4838981876101
1.2216	5.47953401359691
1.2222	5.47514430260803
1.2228	5.47076328662763
1.2234	5.466390940337
1.224	5.46202723850974
1.2246	5.45767215601132
1.2252	5.4533256677987
1.2258	5.44898774891993
1.2264	5.44465837451371
1.227	5.44033751980903
1.2276	5.43602516012476
1.2282	5.43168739422865
1.2288	5.42739198222761
1.2294	5.42307117773843
1.23	5.41879261552141
1.2306	5.41448867465051
1.2312	5.41022686502533
1.2318	5.4059396906894
1.2324	5.40169453716475
1.233	5.39742403297968
1.2336	5.39316184341785
1.2342	5.38890794458294
1.2348	5.38466231266459
1.2354	5.38042492393802
1.236	5.37619575476363
1.2366	5.37197478158668
1.2372	5.36776198093686
1.2378	5.36355732942797
1.2384	5.35936080375752
1.239	5.35517238070641
1.2396	5.35095874714443
1.2402	5.3467864903085
1.2408	5.34262226687325
1.2414	5.33843285479189
1.242	5.33428465970121
1.2426	5.33011129067676
1.2432	5.32597903279575
1.2438	5.32182161578809
1.2444	5.31767215585229
1.245	5.31353063041322
1.2456	5.30943000591782
1.2462	5.30530425223442
1.2468	5.30118636585816
1.2474	5.29707632453217
1.248	5.29297410607833
1.2486	5.28887968839695
1.2492	5.2847930494664
1.2498	5.28068138604817
1.2504	5.27661026830564
1.251	5.27254686365884
1.2516	5.2684911503953
1.2522	5.26441044311641
1.2528	5.26037007700723
1.2534	5.25630473227009
1.254	5.25227962715938
1.2546	5.24822955889173
1.2552	5.24418711132153
1.2558	5.24018475195998
1.2564	5.23615745282521
1.257	5.2321377106257
1.2576	5.22812550423789
1.2582	5.22415318591782
1.2588	5.2201559592989
1.2594	5.2161662056162
1.26	5.21218390403944
1.2606	5.20817677530086
1.2612	5.20420934430127
1.2618	5.20024930329821
1.2624	5.19629663175003
1.263	5.19235130918642
1.2636	5.18838119910098
1.2642	5.18445054168282
1.2648	5.18049511275782
1.2654	5.17657903924443
1.266	5.17263821031215
1.2666	5.16873664002468
1.2672	5.16481033047802
1.2678	5.16089126461599
1.2684	5.15701131308247
1.269	5.15310664668492
1.2696	5.14920916424448
1.2702	5.14531884597195
1.2708	5.14143567214625
1.2714	5.1375596231141
1.272	5.1336906792898
1.2726	5.12982882115486
1.2732	5.1259740292578
1.2738	5.12212628421381
1.2744	5.11828556670451
1.275	5.11442027192053
1.2756	5.11059357922306
1.2762	5.10677385645124
1.2768	5.10292958124096
1.2774	5.09912376850416
1.278	5.09529341998107
1.2786	5.09150144138019
1.2792	5.08768494370695
1.2798	5.08387535677345
1.2804	5.08010400171424
1.281	5.07630815279106
1.2816	5.07251915840223
1.2822	5.06873699992354
1.2828	5.06496165879391
1.2834	5.06119311651522
1.284	5.057431354652
1.2846	5.05367635483117
1.2852	5.04992809874181
1.2858	5.04618656813486
1.2864	5.04245174482292
1.287	5.03869256603977
1.2876	5.03497112956067
1.2882	5.03125634613441
1.2888	5.02751723281077
1.2894	5.02381572813921
1.29	5.02008991070308
1.2906	5.01640161330773
1.2912	5.01268902033354
1.2918	5.00901385921552
1.2924	5.00531441975628
1.293	5.00162154371484
1.2936	4.99796596797578
1.2942	4.99428613987155
1.2948	4.99061282259184
1.2954	4.98694599870732
1.296	4.98328565084683
1.2966	4.97963176169718
1.2972	4.97598431400293
1.2978	4.9723432905661
1.2984	4.968708674246
1.299	4.96504992709677
1.2996	4.96142809954773
1.3002	4.95781262798962
1.3008	4.95420349550858
1.3014	4.95057026713653
1.302	4.94697378784505
1.3026	4.94335323022451
1.3032	4.93976933695985
1.3038	4.93616138297261
1.3044	4.93259000901597
1.305	4.92899459198692
1.3056	4.92540543126153
1.3062	4.92182251029166
1.3068	4.91827600175267
1.3074	4.91470548561837
1.308	4.91114115996525
1.3086	4.90758300846199
1.3092	4.90403101483097
1.3098	4.90048516284802
1.3104	4.89694543634223
1.311	4.89341181919575
1.3116	4.88985430695409
1.3122	4.88633288528753
1.3128	4.88281752490018
1.3134	4.87930820988435
1.314	4.87577503544602
1.3146	4.87227778839162
1.3152	4.86875669983287
1.3158	4.86527145756158
1.3164	4.86176239174124
1.317	4.85828909148621
1.3176	4.85479198567383
1.3182	4.8513305650764
1.3188	4.84784535694893
1.3194	4.84436608666399
1.32	4.84089273875063
1.3206	4.83742529778813
1.3212	4.8339637484057
1.3218	4.83053764512968
1.3224	4.82708780871108
1.323	4.82361429677702
1.3236	4.82017616100018
1.3242	4.81674384069253
1.3248	4.81331732077909
1.3254	4.80989658623351
1.326	4.80648162207786
1.3266	4.80304303674784
1.3272	4.79963959258909
1.3278	4.79624187413498
1.3284	4.79282056180839
